代码,    名称,现价,涨幅,涨跌,4分钟涨速,主力净量,总手,换手,量比,自选时间,自选价格,自选收益,现手,开盘,昨收,最高,最低,市盈(动),市净率,委比%,振幅,总市值,实体涨幅
SH603011,合锻智能,26.8,-2.30%,-0.63,0.04%,-0.75,44214271,8.94%,0.82,20251010,23.78,12.70%,594200--,26.99,27.43,27.49,26.05,,6.31,57.42,5.25%,13250306900,-0.70%
SZ300505,川金诺,36.12,7.66%,2.57,-0.50%,2.7,69405019,31.93%,1.33,20251010,21.5,68.00%,100--,33.2,33.55,36.83,33.19,24.46,3.59,28.79,10.85%,9928214900,8.80%
SZ301013,利和兴,25.22,3.96%,0.96,0.04%,0.91,13199696,6.98%,1.44,20250918,29.23,-13.72%,92700--,24.01,24.26,25.83,23.91,,7.68,-38.86,7.91%,5894999900,5.04%
SH513180,恒生科技指数ETF,0.643,2.72%,0.017,0.00%,0,10522909400,13.16%,1.12,20250930,0.88,-26.60%,532800--,0.625,0.626,0.646,0.625,0,0,-11.54,3.35%,51398693000,2.88%
SZ159751,港股通科技ETF鹏华,0.929,2.65%,0.024,0.00%,0,97407600,7.38%,1.24,20250930,1.27,-26.91%,513000--,0.902,0.905,0.932,0.902,0,0,-19.26,3.31%,1226864920,2.99%
SZ002563,森马服饰,5.34,1.52%,0.08,0.00%,0.17,16321000,0.74%,0.82,20250930,5.64,-5.32%,183300--,5.26,5.26,5.35,5.23,20.1,1.26,56.59,2.28%,14386441000,1.52%
02357,中航科工,4.06,0.50%,0.02,0.25%,0,32836000,0.53%,0.66,20250930,4.36,-6.88%,817000--,4.04,4.04,4.17,4.01,14.32,0.86,23.26,3.96%,32369788000,0.50%
SZ300464,星徽股份,7.2,0.56%,0.04,-0.14%,-0.14,9584250,2.70%,0.73,20250930,7.74,-6.98%,220500--,7.17,7.16,7.26,7.1,918.3,23.74,19.45,2.23%,3296301600,0.42%
SZ301379,天山电子,27.06,-0.59%,-0.16,0.00%,-0.04,3783770,2.97%,0.72,20250930,31.59,-14.34%,32400--,26.96,27.22,27.44,26.83,36.03,3.8,51.56,2.24%,5364481100,0.37%
SH600637,东方明珠,10.65,0.57%,0.06,0.00%,-0.01,31783767,0.95%,0.49,20250929,10.15,4.93%,540300--,10.55,10.59,10.69,10.51,49.58,1.2,-24.21,1.70%,35804233000,0.95%
SH601319,中国人保,8.59,1.90%,0.16,0.12%,0.01,57612246,0.16%,0.71,20250929,7.78,10.41%,677300--,8.4,8.43,8.6,8.38,6.09,1.21,-52.44,2.61%,379884080000,2.26%
SZ002785,万里石,45.02,0.49%,0.22,-0.02%,0.07,9875203,5.10%,0.72,20250919,31.24,44.11%,49200--,44.49,44.8,46.26,44.3,3804,11.5,53.85,4.38%,10202418700,1.19%
SH600416,湘电股份,14.66,1.52%,0.22,-0.07%,0.07,24315430,1.83%,0.74,20250926,16.71,-12.27%,208316--,14.35,14.44,14.87,14.31,80.9,2.24,6.95,3.88%,21634970000,2.16%
SH600303,曙光股份,3.39,3.35%,0.11,0.30%,-0.01,19327900,2.86%,1.08,20250926,3.86,-12.18%,353300--,3.29,3.28,3.4,3.27,,2.06,-23.63,3.96%,2317418300,3.04%
SH603667,五洲新春,72.57,-0.52%,-0.38,-0.01%,0.1,14164334,3.87%,0.56,20250926,46.74,55.26%,194862--,72.24,72.95,73.84,72.19,202.4,8.91,31.13,2.26%,26575335000,0.46%
SH603156,养元饮品,31.26,4.55%,1.36,0.32%,0.04,7240095,0.57%,1.25,20250925,25.58,22.20%,147800--,29.82,29.9,31.48,29.52,26.4,4.38,-40.51,6.56%,39396277000,4.83%
SZ300763,锦浪科技,88.91,-1.59%,-1.44,0.05%,-0.2,15490261,4.82%,0.51,20250925,85.75,3.69%,221500--,89.29,90.35,90.36,86.01,30.67,3.89,34.96,4.81%,35391359000,-0.43%
SH600848,上海临港,10.79,0.94%,0.1,-0.19%,0,6512075,0.27%,0.55,20250925,10.66,1.22%,60100--,10.69,10.69,10.81,10.62,18.51,1.39,52.26,1.78%,27217635000,0.94%
SZ000737,北方铜业,16.57,-1.07%,-0.18,0.06%,-0.19,50006099,2.63%,0.46,20250925,13.79,20.16%,497700--,16.51,16.75,16.8,16.17,34.35,4.74,42.47,3.76%,31561151000,0.36%
SZ002129,TCL中环,9.81,0.10%,0.01,0.00%,-0.07,96917057,2.40%,0.64,20250924,8.55,14.74%,955825--,9.7,9.8,9.96,9.64,,1.58,47.53,3.27%,39662966000,1.13%
SZ000826,启迪环境,2.51,1.62%,0.04,-0.40%,-0.06,112419239,7.89%,0.51,20250901,2.15,16.74%,2058500--,2.48,2.47,2.54,2.39,,85.37,-23.57,6.07%,3577636700,1.21%
SZ301256,华融化学,15.1,2.03%,0.3,0.00%,-0.03,10044135,2.09%,0.69,20250327,10.91,38.41%,127300--,14.72,14.8,15.21,14.6,102.4,4.24,-33.75,4.12%,7248000000,2.58%
SH600348,华阳股份,9.86,-2.18%,-0.22,0.00%,-0.12,53891539,1.49%,0.68,20250924,7.66,28.72%,481200--,10.04,10.08,10.04,9.76,23.73,1.29,-24.26,2.78%,35569950000,-1.79%
SH600167,联美控股,6.87,-0.15%,-0.01,-0.15%,-0.05,8689800,0.38%,0.63,20250923,8.73,-21.31%,191600--,6.83,6.88,6.93,6.81,21.47,1.43,-5.48,1.74%,15545714000,0.59%
SH600996,贵广网络,8.13,0.87%,0.07,-0.12%,-0.18,15521475,1.24%,0.66,20250923,10.88,-25.28%,221000--,8.08,8.06,8.2,8,,4.33,-26.52,2.48%,10136482800,0.62%
SH603088,宁波精达,12.5,-1.26%,-0.16,0.08%,-0.19,14563867,3.33%,0.54,20250922,11.78,6.11%,141300--,12.68,12.66,12.8,12.41,62.07,5.74,27.92,3.08%,6279849600,-1.42%
SZ300979,华利集团,47.2,1.79%,0.83,0.00%,-0.01,1583951,0.14%,0.8,20250403,53.48,-11.74%,14500--,46.27,46.37,47.31,46.16,16.96,3.53,-22.12,2.48%,55082400000,2.01%
SZ300569,天能重工,6.61,1.07%,0.07,0.15%,-0.08,32415641,3.18%,0.94,20250321,6.32,4.59%,444200--,6.5,6.54,6.66,6.47,60.32,1.3,-36.51,2.91%,6760160800,1.69%
SH603519,立霸股份,13.69,3.32%,0.44,0.29%,-0.09,3592760,1.35%,1.12,20250919,13.24,3.40%,90000--,13.23,13.25,13.69,13.15,23.12,3.07,-39.85,4.08%,3646028100,3.48%
SZ300867,圣元环保,19.46,2.53%,0.48,0.15%,-0.08,3702557,1.93%,0.77,20250919,17.28,12.62%,32200--,18.95,18.98,19.46,18.85,18.77,1.37,-42.97,3.21%,5288080900,2.69%
SH603421,鼎信通讯,8.41,1.82%,0.15,0.00%,0.11,24569100,3.77%,1.09,20250919,7.43,13.19%,282700--,8.28,8.26,8.55,8.23,,1.96,12.98,3.87%,5484922200,1.57%
SZ002453,华软科技,6.26,1.46%,0.09,0.00%,-0.32,15351700,2.51%,0.95,20250730,6.22,0.64%,108500--,6.16,6.17,6.27,6.11,,5.55,-43.53,2.59%,5085418200,1.62%
SZ300802,矩子科技,21.13,0.00%,0,0.14%,-0.05,6051780,3.11%,0.62,20250919,20.92,1.00%,35100--,20.96,21.13,21.35,20.8,54.59,4.14,29.97,2.60%,6002573500,0.81%
SZ300115,长盈精密,35.45,-0.06%,-0.02,-0.06%,-0.01,25142912,1.85%,0.52,20250918,34.5,2.75%,200--,35.12,35.47,35.85,35.06,80.46,5.8,-12.35,2.23%,48243407000,0.94%
SZ002641,公元股份,4.44,2.54%,0.11,0.00%,-0.01,13969935,1.23%,0.93,20250918,4.64,-4.31%,259500--,4.31,4.33,4.45,4.31,90.41,1,-48.51,3.23%,5457176800,3.02%
SH603297,永新光学,119.39,-2.87%,-3.53,0.19%,0.06,1468709,1.33%,0.83,20250918,119.02,0.31%,14200--,122.76,122.92,123.39,118.9,65.77,6.63,-23.81,3.65%,13244732600,-2.75%
SZ002575,群兴玩具,7.29,2.82%,0.2,0.00%,0.12,47536298,8.12%,0.82,20250918,9.48,-23.10%,724100--,7,7.09,7.55,6.97,,5.42,-25.87,8.18%,4494285000,4.14%
SH688306,均普智能,10.06,0.80%,0.08,0.10%,-0.01,5254810,0.43%,0.4,20250630,9.84,2.24%,98468--,9.93,9.98,10.08,9.92,1013,6.45,-41.85,1.60%,12356525000,1.31%
SH688135,利扬芯片,31.19,-1.36%,-0.43,0.00%,-0.24,6178428,3.04%,0.63,20250917,33.64,-7.28%,37936--,31.31,31.62,31.79,31,,5.55,47.96,2.50%,6345706300,-0.38%
SZ300443,金雷股份,28.06,-0.53%,-0.15,0.00%,0.01,5230587,2.15%,0.65,20250917,31.37,-10.55%,64600--,28.18,28.21,28.38,27.74,22.09,1.43,25.25,2.27%,8982976800,-0.43%
SZ002625,光启技术,45.96,0.04%,0.02,0.00%,-0.02,16185603,0.75%,0.6,20250917,48.76,-5.74%,134496--,45.7,45.94,46.3,45.28,122.6,10.38,-5.87,2.22%,99024858000,0.57%
SZ002549,凯美特气,20.62,-2.46%,-0.52,0.00%,-0.49,37626606,5.43%,0.88,20250917,18.05,14.24%,381045--,20.69,21.14,20.8,20.16,142.6,6.93,77.33,3.03%,14338074000,-0.34%
SZ300789,唐源电气,22.39,2.66%,0.58,0.05%,-0.23,1332800,1.35%,0.76,20250320,29.5,-24.10%,35600--,21.86,21.81,22.45,21.72,61.79,3.02,-32.2,3.35%,3220780400,2.42%
SZ002617,露笑科技,8.77,-0.68%,-0.06,0.00%,-0.47,69327355,3.67%,0.63,20250917,10.81,-18.87%,969600--,8.77,8.83,8.92,8.71,51.38,2.64,40.35,2.38%,16864762000,0.00%
SZ002472,双环传动,39.17,1.74%,0.67,0.00%,0.06,13269098,1.76%,0.7,20250916,44.76,-12.49%,184100--,38.35,38.5,39.55,38.25,27.78,3.46,4.36,3.38%,33277948000,2.14%
SZ002535,林州重机,3.81,1.87%,0.07,0.26%,0.21,10579129,1.42%,0.64,20250916,4.54,-16.08%,178100--,3.72,3.74,3.81,3.71,32.15,4.31,-13.83,2.67%,3054412500,2.42%
SZ300013,新宁物流,4.22,1.69%,0.07,0.24%,-0.72,23175550,5.20%,0.8,20250603,4.43,-4.74%,500--,4.16,4.15,4.23,4.11,,12.03,-15.58,2.89%,2356274500,1.44%
SZ300222,科大智能,12.96,-0.38%,-0.05,0.00%,-0.37,53318997,8.41%,1.27,20250916,13,-0.31%,500--,12.81,13.01,13.21,12.71,105.7,5.88,-17.88,3.84%,10086524800,1.17%
SZ000981,山子高科,4.57,0.88%,0.04,0.22%,0.15,294187120,3.09%,0.54,20250912,2.77,64.98%,3048600--,4.51,4.53,4.59,4.46,78.45,27.14,-1.95,2.87%,45688442000,1.33%
SZ300951,博硕科技,37.07,0.22%,0.08,0.11%,-0.01,1021980,0.68%,0.49,20250912,40.09,-7.53%,14000--,37.07,36.99,37.32,36.48,32.73,2.7,-14.24,2.27%,6279680100,0.00%
SZ300697,电工合金,17.42,-2.02%,-0.36,0.06%,-0.44,9883668,4.91%,0.69,20250324,17.34,0.46%,400--,17.61,17.78,17.78,17.36,44.36,6.15,35.31,2.36%,7536588800,-1.08%
SZ300457,赢合科技,24.86,-0.16%,-0.04,-0.08%,0,8138333,1.28%,0.67,20250617,20.45,21.56%,227800--,24.86,24.9,25.01,24.67,39.82,2.46,24.39,1.37%,16039161000,0.00%
SZ002140,东华科技,13.27,2.23%,0.29,0.00%,0.25,21926512,3.10%,1.01,20250228,10.07,31.78%,181800--,12.9,12.98,13.35,12.88,17.63,1.98,-34.99,3.62%,9395344100,2.87%
SZ002579,中京电子,12.05,-0.17%,-0.02,0.00%,-0.14,24260035,4.16%,0.82,20250619,9.91,21.59%,230400--,11.94,12.07,12.2,11.78,216.2,3.05,-5.74,3.48%,7382054400,0.92%
SZ300252,金信诺,14.56,-2.28%,-0.34,0.00%,-0.3,25368600,4.54%,0.59,20250911,14.4,1.11%,600--,14.78,14.9,14.82,14.5,916.4,4.42,38.41,2.15%,9640959800,-1.49%
SZ000750,国海证券,4.11,1.99%,0.08,0.00%,0.06,59261873,1.02%,0.96,20250911,4.91,-16.29%,1123700--,4.02,4.03,4.11,4.01,34.25,1.16,-6.8,2.48%,26247177000,2.24%
SZ002866,传艺科技,19.09,1.01%,0.19,0.05%,0,6303400,3.48%,0.77,20250909,20.76,-8.04%,70600--,18.8,18.9,19.18,18.58,60.18,2.66,21.27,3.17%,5526979900,1.54%
SH605388,均瑶健康,6.71,2.76%,0.18,0.15%,-0.02,4733120,0.79%,1.04,20250904,9.07,-26.02%,36900--,6.53,6.53,6.71,6.47,,2.35,-43.91,3.68%,4029247600,2.76%
SZ002176,江特电机,9.98,-0.10%,-0.01,0.00%,-0.12,45242062,2.65%,0.45,20250624,7.31,36.53%,449800--,9.9,9.99,10.08,9.87,,5.02,5.77,2.10%,17029129000,0.81%
SZ002886,沃特股份,23.33,-0.85%,-0.2,0.00%,-0.16,6167505,2.95%,0.52,20250908,22.04,5.85%,125400--,23.47,23.53,23.76,23.18,153,3.41,-31.37,2.46%,6140539200,-0.60%
SH601919,中远海控,15.79,0.06%,0.01,0.00%,-0.04,148787980,1.19%,0.47,20250908,15.05,4.92%,1843650--,15.65,15.78,15.88,15.47,6.7,1.05,-21.97,2.60%,241787340000,0.89%
SH600754,锦江酒店,26.76,0.22%,0.06,0.00%,-0.08,6757345,0.75%,0.58,20250905,22.97,16.50%,50300--,26.66,26.7,27.29,26.5,28.68,1.8,47.19,2.96%,28534146000,0.38%
SZ002067,景兴纸业,5.48,1.67%,0.09,0.18%,0.05,56674922,4.24%,0.8,20250905,5.08,7.87%,468500--,5.39,5.39,5.62,5.35,148.3,1.21,40.31,5.01%,8082199100,1.67%
SZ300473,德尔股份,35.46,3.53%,1.21,0.00%,-0.05,6457895,4.29%,1.04,20250415,25.99,36.44%,500--,34.05,34.25,36.17,33.81,57.96,2.99,25.03,6.89%,6122608100,4.14%
SZ300530,领湃科技,27.18,1.61%,0.43,0.00%,-0.11,1469000,0.93%,0.72,20250618,41.38,-34.32%,9600--,26.65,26.75,27.38,26.65,,87.26,-55.05,2.73%,4673637800,1.99%
SZ002530,金财互联,9.64,0.84%,0.08,0.10%,-0.07,11957572,1.72%,0.45,20250904,11.92,-19.13%,103200--,9.49,9.56,9.64,9.45,97.94,5.67,15.87,1.99%,7511470400,1.58%
SZ300410,正业科技,9.07,0.44%,0.04,0.00%,-0.06,12852217,3.50%,0.64,20250904,10.49,-13.54%,154600--,9.02,9.03,9.09,8.85,108.4,13.83,-26.63,2.66%,3329731200,0.55%
SZ002403,爱仕达,11.35,1.89%,0.21,0.00%,-0.02,2437760,0.82%,0.58,20250904,16.35,-30.58%,87100--,11.14,11.14,11.35,11.06,,2.41,-29.57,2.60%,3866247900,1.89%
SH600315,上海家化,20.62,-0.19%,-0.04,-0.05%,-0.29,9584991,1.43%,1.09,20250904,26.89,-23.32%,73400--,20.55,20.66,20.68,20.31,25.65,1.97,35.59,1.79%,13861300000,0.34%
SH688696,极米科技,94.9,2.53%,2.34,-0.33%,-0.04,1032583,1.47%,0.74,20250903,133.6,-28.97%,6332--,92.6,92.56,95.39,92,46.38,2.14,-72.64,3.66%,6644898000,2.48%
SZ159740,恒生科技ETF大成,0.633,3.09%,0.019,0.16%,0,3957484000,13.16%,1.1,20250829,0.76,-16.60%,48849900--,0.615,0.614,0.635,0.614,0,0,-50.54,3.42%,19029955000,2.93%
SH601086,国芳集团,9.19,1.21%,0.11,0.00%,0.03,7636400,1.15%,0.7,20250829,13.46,-31.72%,137700--,9.08,9.08,9.2,9,75.36,3.85,-29.2,2.20%,6120540000,1.21%
SZ300613,富瀚微,42.13,0.93%,0.39,-0.02%,-0.04,2798515,1.28%,0.57,20250828,56.35,-25.24%,26600--,41.57,41.74,42.32,41.15,89.57,3.56,-17.21,2.80%,9796617100,1.35%
09660,地平线机器人-W,7.68,1.72%,0.13,0.00%,0.28,228555000,1.56%,1.6,20250828,9.11,-15.70%,79662000--,7.55,7.55,7.85,7.48,,8.98,-86.96,4.90%,112526477000,1.72%
SH601865,福莱特,15.45,-0.71%,-0.11,0.00%,0.06,20762257,1.09%,0.75,20250828,17.69,-12.66%,344557--,15.47,15.56,15.66,15.26,42.58,1.67,90.34,2.57%,36197501000,-0.13%
SH688561,奇安信-U,33.18,1.97%,0.64,0.06%,0.04,6399485,0.94%,0.59,20250828,43.52,-23.76%,200--,32.98,32.54,33.33,32.8,,3.04,-27.59,1.63%,22637145000,0.61%
SZ301396,宏景科技,95.24,-3.85%,-3.81,0.03%,-0.43,8948229,11.76%,0.59,20250827,83.16,14.53%,100--,98.17,99.05,99.7,94.7,102,11.34,92.69,5.05%,14621011000,-2.98%
SZ300850,新强联,47.22,-1.36%,-0.65,0.02%,-0.11,15220200,5.06%,0.66,20250827,35.84,31.75%,200--,47.59,47.87,47.95,46.6,22.09,2.85,38.82,2.82%,19553133000,-0.78%
09868,小鹏汽车-W,66.35,4.24%,2.7,1.84%,0.11,16346346,0.86%,0.87,20250826,94.15,-29.53%,2653400--,63.9,63.65,66.75,63.55,,3.88,26.6,5.03%,126838643000,3.83%
SZ301312,智立方,90.5,3.57%,3.12,0.00%,0.04,9449832,15.61%,1.25,20250826,56.04,61.49%,93700--,84.27,87.38,93.99,81.08,117.6,8.9,32.47,14.77%,10966845400,7.39%
SZ002681,奋达科技,6.06,0.17%,0.01,0.00%,-0.1,18559594,1.21%,0.48,20250826,7.9,-23.29%,322100--,6.02,6.05,6.07,5.99,638,4.77,29.46,1.32%,10875592500,0.66%
SZ002241,歌尔股份,25.36,0.92%,0.23,0.00%,-0.05,45256194,1.44%,0.59,20250826,34.06,-25.54%,411800--,25.08,25.13,25.43,25.03,26.06,2.51,-19.3,1.59%,89917555000,1.12%
SZ002057,中钢天源,11.32,0.44%,0.05,-0.09%,0.09,18561125,2.46%,0.77,20250825,11.45,-1.14%,104200--,11.33,11.27,11.59,11.22,28.86,2.64,26.02,3.28%,8533963600,-0.09%
SZ002232,启明信息,17.87,0.96%,0.17,0.00%,-0.01,2440300,0.60%,0.45,20250825,19.41,-7.93%,84000--,17.6,17.7,17.87,17.55,,5.4,-12.12,1.81%,7300760900,1.53%
SZ300601,康泰生物,14.08,1.88%,0.26,-0.07%,-0.06,8135193,0.90%,0.73,20250825,20,-29.60%,76540--,13.79,13.82,14.09,13.71,239.9,1.73,-28.96,2.75%,15726371000,2.10%
SZ300835,龙磁科技,90,-2.50%,-2.31,0.21%,-0.16,4443969,5.40%,0.66,20250825,65.94,36.49%,28180--,90.34,92.31,93.88,89.8,60.38,8.99,67.91,4.42%,10732278600,-0.38%
SH603288,海天味业,37.02,2.89%,1.04,0.00%,0.02,23079600,0.42%,1.52,20250825,41.1,-9.93%,289300--,36,35.98,37.08,35.9,30.53,5.48,-69.92,3.28%,216634560000,2.83%
SZ000617,中油资本,9.11,-0.55%,-0.05,0.00%,-0.03,91459121,0.72%,0.44,20250825,12.75,-28.55%,1204500--,9.02,9.16,9.18,9.02,21.61,1.1,19.45,1.75%,115169340000,1.00%
SZ300386,飞天诚信,16.12,0.56%,0.09,0.12%,-0.13,3769900,1.50%,0.64,20250825,21.5,-25.02%,43900--,16,16.03,16.17,15.88,486.9,4.57,-28.15,1.81%,6738869300,0.75%
SZ002177,御银股份,8.75,-1.57%,-0.14,0.11%,-1.09,129520482,19.19%,0.81,20250822,10,-12.50%,1298000--,8.7,8.89,9.16,8.66,427.3,3.9,57.46,5.62%,6660423800,0.57%
SZ300624,万兴科技,76.53,0.00%,0,0.00%,-0.16,6979144,4.08%,0.56,20250822,78.7,-2.76%,500--,75.74,76.53,76.98,75.55,,13.7,-65.66,1.87%,14796029000,1.04%
SH603601,再升科技,11.76,0.86%,0.1,0.09%,0.42,115094820,10.08%,0.71,20250526,3.67,220.44%,1541400--,11.5,11.66,12.05,11.39,124,5.51,17.61,5.66%,13433930000,2.26%
SH600609,金杯汽车,4.5,2.27%,0.1,0.00%,0.18,16209800,1.24%,0.87,20250613,5.37,-16.20%,175300--,4.39,4.4,4.51,4.37,24.41,3.73,-39.21,3.18%,5870513500,2.51%
SH600794,保税科技,4.05,1.76%,0.07,0.00%,0.23,30764131,2.56%,0.47,20250418,4.58,-11.57%,406000--,3.94,3.98,4.06,3.93,62.2,1.85,-10.22,3.27%,4860616200,2.79%
SH600199,金种子酒,8.81,1.38%,0.12,0.00%,0.16,10107400,1.54%,0.6,20250620,11,-19.91%,203900--,8.68,8.69,8.82,8.66,,2.8,-16.09,1.84%,5795190000,1.50%
SH603198,迎驾贡酒,36.37,1.62%,0.58,0.03%,0.02,2324087,0.29%,0.65,20250620,41.32,-11.98%,42008--,35.85,35.79,36.4,35.6,14.44,2.86,78.63,2.24%,29096000000,1.45%
920526,凯华材料,22.16,1.00%,0.22,0.00%,0.07,517722,0.99%,0.61,--,--,--,20690--,22.02,21.94,22.23,21.94,136.2,8,7.96,1.32%,1832632000,0.64%
SZ002576,通达动力,19.18,1.32%,0.25,0.00%,-0.03,6268200,3.87%,0.56,20250206,15.84,21.09%,88600--,18.93,18.93,19.3,18.69,38.05,2.42,2.28,3.22%,3166618000,1.32%
SH600301,华锡有色,64.5,-3.15%,-2.1,-0.28%,-0.09,13533584,4.92%,0.73,20250314,26.75,141.12%,128200--,67.93,66.6,68.39,64,61.92,9.08,87.1,6.59%,40800602000,-5.05%
SH603002,宏昌电子,10.51,-1.22%,-0.13,0.00%,-0.03,31655250,2.79%,0.49,20250715,6.83,53.88%,481000--,10.57,10.64,10.69,10.36,364.6,3.46,15.65,3.10%,11919165100,-0.57%
SH601689,拓普集团,64.11,-0.19%,-0.12,-0.02%,-0.02,14033570,0.81%,0.58,20250820,54.9,16.78%,131884--,63.9,64.23,64.69,63.7,42.49,4.79,64.22,1.54%,111412639000,0.33%
SZ002600,领益智造,14.48,0.98%,0.14,0.00%,0.01,74344830,1.03%,0.74,20250820,13.05,10.96%,854745--,14.31,14.34,14.74,14.28,40.88,4.55,-12.94,3.21%,105810399000,1.19%
920068,天工股份,21.16,0.47%,0.1,0.00%,-0.41,2797790,4.46%,0.4,20250820,22.99,-7.96%,43315--,21.1,21.06,21.45,20.82,160.5,9.93,3.55,2.99%,13872496000,0.28%
SZ000420,吉林化纤,4.42,1.84%,0.08,0.00%,0.15,57548400,2.34%,0.68,20250820,4.55,-2.86%,901125--,4.3,4.34,4.45,4.29,249.7,2.46,-29.01,3.69%,10868198100,2.79%
SZ300024,机器人,16.45,0.61%,0.1,-0.06%,-0.02,16073864,1.04%,0.57,20250819,20.9,-21.29%,100--,16.28,16.35,16.49,16.21,,6,-12.38,1.71%,25754448000,1.04%
SH600050,中国联通,4.97,0.40%,0.02,0.20%,-0.05,153695720,0.50%,0.62,20250818,5.52,-9.96%,3213300--,4.94,4.95,4.97,4.91,13.29,0.904,-32.03,1.21%,155384190000,0.61%
SZ300413,芒果超媒,22.65,1.07%,0.24,0.04%,0.04,11155504,1.09%,0.54,20250818,26.45,-14.37%,100--,22.26,22.41,22.68,22.2,31.28,1.83,37.21,2.14%,42371826000,1.75%
SZ002343,慈文传媒,6.84,1.94%,0.13,0.15%,-0.07,9948980,2.10%,0.69,20250730,8.58,-20.28%,121800--,6.73,6.71,6.84,6.66,,3.38,31.13,2.68%,3239973200,1.63%
SZ000712,锦龙股份,12.51,2.29%,0.28,0.00%,-0.01,15530527,1.73%,0.91,20250818,15.44,-18.98%,185200--,12.18,12.23,12.54,12.16,55.24,4.42,-62.67,3.11%,11208960000,2.71%
920179,凯德石英,46.95,-2.35%,-1.13,0.00%,-0.32,1930392,3.23%,0.46,--,--,--,19132--,47.12,48.08,48.01,46.66,118.7,4.69,55.92,2.81%,3519841500,-0.36%
SH600549,厦门钨业,74,-1.29%,-0.97,-0.01%,-0.33,87142210,5.61%,0.84,20250815,24,208.33%,600500--,75.58,74.97,78.26,73.11,50.84,6.83,-77.67,6.87%,117481351000,-2.09%
SZ002011,盾安环境,13.3,1.60%,0.21,-0.23%,0.08,13815044,1.30%,0.76,20250815,13.56,-1.92%,198800--,13.02,13.09,13.44,12.98,13.95,2.23,-39.53,3.51%,14293206000,2.15%
SZ002432,九安医疗,49.04,-2.45%,-1.23,0.06%,-0.29,26596272,6.07%,0.66,20250815,40.42,21.33%,391200--,50.17,50.27,50.29,48.2,10.76,1.03,71.55,4.16%,22802413000,-2.25%
SH688667,菱电电控,96.45,3.52%,3.28,0.47%,0.08,1078033,2.05%,0.52,20250815,66.7,44.60%,12773--,93.32,93.17,97.2,92.4,37.72,2.84,32.07,5.15%,5082476800,3.35%
SZ300380,安硕信息,38.13,2.72%,1.01,0.00%,-0.02,2306127,1.81%,0.77,20250815,50.2,-24.04%,62200--,37,37.12,38.17,36.87,301.6,13.64,-25.51,3.50%,5278681000,3.05%
SZ300730,科创信息,12.92,2.05%,0.26,0.23%,-0.08,5004350,2.59%,0.66,20250815,17.71,-27.05%,181100--,12.56,12.66,12.92,12.56,,12.43,11.22,2.84%,3115515200,2.87%
SZ300622,博士眼镜,30.05,0.57%,0.17,0.13%,-0.26,4076341,2.62%,0.44,20250814,35.73,-15.90%,126944--,29.58,29.88,30.05,29.49,58.47,8.07,-0.52,1.87%,6847017500,1.59%
SH688733,壹石通,29.78,1.53%,0.45,0.00%,-0.09,4125933,2.07%,0.84,20250814,30,-0.73%,56753--,29.33,29.33,30.2,28.8,,2.82,-15.82,4.77%,5949305200,1.53%
SH688231,隆达股份,33.63,3.16%,1.03,-0.03%,0,7657270,3.10%,0.8,20250813,21.15,59.01%,20888--,32.5,32.6,34.8,32.32,110.5,3.01,14.18,7.61%,8301805700,3.48%
SZ002714,牧原股份,49.34,5.43%,2.54,0.00%,0.16,90999749,2.39%,1.78,20250813,46.89,5.22%,718329--,46.67,46.8,49.53,46.55,14.36,3.3,-14.21,6.37%,283049900000,5.72%
SZ300655,晶瑞电材,16.18,-1.22%,-0.2,-0.06%,-0.3,29777509,2.79%,0.6,20250813,11.33,42.81%,6600--,16.2,16.38,16.42,16.16,101.4,6.8,59.18,1.59%,17360735000,-0.12%
SZ300628,亿联网络,35.38,0.83%,0.29,0.00%,0.02,6627884,0.91%,0.6,20250813,34.62,2.20%,100--,34.98,35.09,35.45,34.68,17.24,4.81,-33.79,2.19%,44816939000,1.14%
SH603005,晶方科技,31.64,-2.56%,-0.83,0.13%,-0.49,36981214,5.67%,0.74,20250813,30.75,2.89%,379500--,32.11,32.47,32.65,31.47,55.83,4.48,36.57,3.63%,20634713000,-1.46%
SZ002040,南 京 港,11.18,0.18%,0.02,0.00%,-0.1,42779203,8.80%,0.71,20250812,10.69,4.58%,788404--,10.96,11.16,11.31,10.71,30.05,1.6,59.18,5.38%,5455247300,2.01%
SH600975,新五丰,5.75,2.50%,0.14,0.00%,0.06,28542756,2.28%,1.65,20250721,6.4,-10.16%,284400--,5.6,5.61,5.76,5.57,,2.4,-47.52,3.39%,7185555000,2.68%
SZ002908,德生科技,9.77,2.20%,0.21,0.00%,0.07,4838100,1.50%,0.54,20250808,12.08,-19.12%,107400--,9.5,9.56,9.77,9.48,716,3.81,-48.43,3.03%,4215091500,2.84%
SZ300224,正海磁材,17.05,0.35%,0.06,-0.06%,-0.05,27955393,3.02%,0.72,20250611,14.64,16.46%,186400--,16.81,16.99,17.47,16.68,52.21,3.14,67.99,4.65%,15868442000,1.43%
SZ002765,蓝黛科技,11.05,0.27%,0.03,0.09%,-0.06,7699000,1.29%,0.53,20250805,13.12,-15.78%,130300--,10.96,11.02,11.08,10.96,31.69,2.74,62.66,1.09%,7206015400,0.82%
